NaN 1,1.046
0.003,0.761
0.006,0.683
0.009,0.643
0.013,0.616
0.016,0.596
0.019,0.581
0.022,0.569
0.025,0.559
0.028,0.551
0.031,0.544
0.034,0.538
0.038,0.534
0.041,0.532
0.044,0.53
0.047,0.528
0.05,0.527
0.053,0.525
0.056,0.524
0.059,0.523
0.063,0.521
0.066,0.52
0.069,0.519
0.072,0.518
0.075,0.517
0.078,0.516
0.081,0.515
0.085,0.515
0.088,0.514
0.091,0.513
0.094,0.513
0.097,0.512
0.1,0.511
0.103,0.511
0.107,0.51
0.111,0.509
0.119,0.508
0.129,0.508
0.145,0.509
0.161,0.509
0.177,0.51
0.193,0.511
0.209,0.512
0.226,0.513
0.242,0.514
0.258,0.515
0.275,0.516
0.292,0.517
0.309,0.518
0.326,0.52
0.343,0.521
0.361,0.523
0.378,0.524
0.396,0.526
0.413,0.528
0.431,0.53
0.448,0.532
0.466,0.534
0.483,0.536
0.5,0.538
0.517,0.54
0.533,0.542
0.55,0.545
0.566,0.547
0.583,0.55
0.599,0.552
0.615,0.555
0.631,0.557
0.646,0.56
0.662,0.562
0.677,0.565
0.692,0.568
0.708,0.57
0.722,0.573
0.737,0.576
0.752,0.579
0.766,0.581
0.78,0.584
0.794,0.587
0.808,0.59
0.821,0.593
0.835,0.596
0.848,0.598
0.861,0.601
0.874,0.604
0.887,0.607
0.899,0.61
0.911,0.612
0.92,0.614
0.925,0.615
0.926,0.615
0.925,0.615
0.921,0.614
0.917,0.613
0.912,0.612
0.91,0.612
0.908,0.612
0.905,0.611
0.901,0.61
0.895,0.609
0.89,0.608
0.885,0.607
0.88,0.606
0.875,0.604
0.87,0.603
0.865,0.602
0.86,0.601
0.856,0.6
0.851,0.599
0.846,0.598
0.841,0.597
0.837,0.596
0.832,0.595
0.828,0.594
0.823,0.593
0.819,0.592
0.815,0.591
0.81,0.59
0.806,0.589
0.802,0.589
0.797,0.588
0.793,0.587
0.789,0.586
0.785,0.585
0.781,0.584
0.777,0.583
0.773,0.583
0.769,0.582
0.765,0.581
0.761,0.58
0.757,0.58
0.753,0.579
0.749,0.578
0.746,0.577
0.742,0.577
0.738,0.576
0.734,0.575
0.731,0.575
0.727,0.574
0.723,0.573
0.72,0.572
0.716,0.572
0.713,0.571
0.709,0.571
0.706,0.57
0.702,0.569
0.699,0.569
0.695,0.568
0.692,0.567
0.689,0.567
0.685,0.566
0.682,0.566
0.679,0.565
0.675,0.565
0.672,0.564
0.669,0.563
0.666,0.563
0.662,0.562
0.659,0.562
0.656,0.561
0.653,0.561
0.65,0.56
0.647,0.56
0.644,0.559
0.641,0.559
0.638,0.558
0.635,0.558
0.632,0.557
0.629,0.557
0.626,0.556
0.623,0.556
0.62,0.555
0.617,0.555
0.614,0.554
0.611,0.554
0.608,0.553
0.605,0.553
0.602,0.553
0.6,0.552
0.597,0.552
0.594,0.551
0.591,0.551
0.588,0.55
0.586,0.55
0.583,0.55
0.58,0.549
0.578,0.549
0.575,0.548
0.572,0.548
0.57,0.548
0.567,0.547
0.564,0.547
0.562,0.546
0.559,0.546
0.556,0.546
0.554,0.545
0.551,0.545
0.549,0.545
0.546,0.544
0.544,0.544
0.541,0.544
0.539,0.543
0.536,0.543
0.534,0.542
0.531,0.542
0.529,0.542
0.526,0.541
0.524,0.541
0.521,0.541
0.519,0.541
0.516,0.54
0.514,0.54
0.512,0.54
0.509,0.539
0.507,0.539
0.504,0.539
0.502,0.538
0.5,0.538
0.497,0.538
0.495,0.537
0.493,0.537
0.49,0.537
0.488,0.537
0.486,0.536
0.484,0.536
0.481,0.536
0.479,0.535
0.477,0.535
0.474,0.535
0.472,0.535
0.47,0.534
0.468,0.534
0.466,0.534
0.463,0.534
0.461,0.533
0.459,0.533
0.457,0.533
0.455,0.532
0.452,0.532
0.45,0.532
0.448,0.532
0.446,0.531
0.444,0.531
0.442,0.531
0.44,0.531
0.437,0.531
0.435,0.53
0.433,0.53
0.431,0.53
0.429,0.53
0.427,0.529
0.425,0.529
0.423,0.529
0.421,0.529
0.419,0.528
0.417,0.528
0.414,0.528
0.412,0.528
0.41,0.528
0.408,0.527
0.406,0.527
0.404,0.527
0.402,0.527
0.4,0.527
0.398,0.526
0.396,0.526
0.394,0.526
0.392,0.526
0.39,0.526
0.388,0.525
0.386,0.525
0.384,0.525
0.383,0.525
0.381,0.525
0.379,0.524
0.377,0.524
0.375,0.524
0.373,0.524
0.371,0.524
0.369,0.523
0.367,0.523
0.365,0.523
0.363,0.523
0.361,0.523
0.359,0.523
0.358,0.522
0.356,0.522
0.354,0.522
0.352,0.522
0.35,0.522
0.348,0.522
0.346,0.521
0.344,0.521
0.343,0.521
0.341,0.521
0.339,0.521
0.337,0.521
0.335,0.52
0.333,0.52
0.332,0.52
0.33,0.52
0.328,0.52
0.326,0.52
0.324,0.519
0.323,0.519
0.321,0.519
0.319,0.519
0.317,0.519
0.315,0.519
0.314,0.519
0.312,0.518
0.31,0.518
0.308,0.518
0.306,0.518
0.305,0.518
0.303,0.518
0.301,0.518
0.299,0.517
0.298,0.517
0.296,0.517
0.294,0.517
0.292,0.517
0.291,0.517
0.289,0.517
0.287,0.517
0.285,0.516
0.284,0.516
0.282,0.516
0.28,0.516
0.278,0.516
0.277,0.516
0.275,0.516
0.273,0.516
0.272,0.515
0.27,0.515
0.268,0.515
0.266,0.515
0.265,0.515
0.263,0.515
0.261,0.515
0.26,0.515
0.258,0.515
0.256,0.514
0.255,0.514
0.253,0.514
0.251,0.514
0.25,0.514
0.248,0.514
0.246,0.514
0.245,0.514
0.243,0.514
0.241,0.513
0.24,0.513
0.238,0.513
0.236,0.513
0.235,0.513
0.233,0.513
0.231,0.513
0.23,0.513
0.228,0.513
0.226,0.513
0.225,0.512
0.223,0.512
0.222,0.512
0.22,0.512
0.218,0.512
0.217,0.512
0.215,0.512
0.213,0.512
0.212,0.512
0.21,0.512
0.209,0.512
0.207,0.511
0.205,0.511
0.204,0.511
0.202,0.511
0.201,0.511
0.199,0.511
0.197,0.511
0.196,0.511
0.194,0.511
0.193,0.511
0.191,0.511
0.189,0.511
0.188,0.511
0.186,0.51
0.185,0.51
0.183,0.51
0.181,0.51
0.18,0.51
0.178,0.51
0.177,0.51
0.175,0.51
0.174,0.51
0.172,0.51
0.17,0.51
0.169,0.51
0.167,0.51
0.166,0.51
0.164,0.509
0.163,0.509
0.161,0.509
0.159,0.509
0.158,0.509
0.156,0.509
0.155,0.51
0.153,0.51
0.152,0.51
0.15,0.51
0.149,0.51
0.147,0.51
0.145,0.511
0.144,0.511
0.142,0.511
0.141,0.511
0.139,0.511
0.138,0.511
0.136,0.512
0.135,0.512
0.133,0.512
0.132,0.512
0.13,0.512
0.128,0.513
0.127,0.513
0.125,0.513
0.124,0.513
0.122,0.514
0.121,0.514
0.119,0.514
0.118,0.514
0.116,0.515
0.115,0.515
0.113,0.515
0.112,0.515
0.11,0.516
0.109,0.516
0.107,0.516
0.106,0.516
0.104,0.517
0.102,0.517
0.101,0.517
0.099,0.518
0.098,0.518
0.096,0.518
0.095,0.519
0.093,0.519
0.092,0.519
0.09,0.52
0.089,0.52
0.087,0.52
0.086,0.521
0.084,0.521
0.083,0.522
0.081,0.522
0.08,0.523
0.078,0.523
0.077,0.523
0.075,0.524
0.074,0.524
0.072,0.525
0.071,0.525
0.069,0.526
0.068,0.526
0.066,0.527
0.065,0.528
0.063,0.528
0.062,0.529
0.06,0.529
0.059,0.53
0.057,0.531
0.056,0.531
0.054,0.532
0.053,0.533
0.051,0.534
0.05,0.534
0.048,0.535
0.047,0.536
0.045,0.538
0.044,0.54
0.042,0.543
0.041,0.545
0.039,0.548
0.038,0.551
0.036,0.553
0.035,0.556
0.033,0.56
0.032,0.563
0.03,0.567
0.029,0.57
0.027,0.574
0.026,0.579
0.024,0.583
0.023,0.589
0.021,0.594
0.02,0.6
0.018,0.607
0.017,0.614
0.016,0.623
0.014,0.632
0.013,0.643
0.011,0.656
0.01,0.671
0.008,0.689
0.007,0.713
0.005,0.745
0.004,0.792
0.002,0.869
0.001,1.008
0.001,0.975
0.003,0.849
