9.375,10379.093,2.341,0.018,3.951,0.497,0,0.538
9.425,10379.093,2.341,0.018,3.951,0.495,0,0.537
9.475,10379.093,2.341,0.018,3.95,0.493,0,0.537
9.525,10379.093,2.341,0.018,3.949,0.49,0,0.537
9.575,10379.093,2.341,0.018,3.948,0.488,0,0.537
9.625,10379.093,2.341,0.018,3.947,0.486,0,0.536
9.675,10379.093,2.341,0.018,3.947,0.484,0,0.536
9.725,10379.093,2.341,0.018,3.946,0.481,0,0.536
9.775,10379.093,2.341,0.018,3.945,0.479,0,0.535
9.825,10379.093,2.341,0.018,3.944,0.477,0,0.535
9.875,10379.093,2.341,0.018,3.944,0.474,0,0.535
9.925,10379.093,2.341,0.018,3.943,0.472,0,0.535
9.975,10379.093,2.341,0.018,3.942,0.47,0,0.534
10.025,10379.093,2.341,0.018,3.941,0.468,0,0.534
10.075,10379.093,2.341,0.018,3.941,0.466,0,0.534
10.125,10379.093,2.341,0.018,3.94,0.463,0,0.534
10.175,10379.093,2.341,0.018,3.939,0.461,0,0.533
10.225,10379.093,2.341,0.018,3.938,0.459,0,0.533
10.275,10379.093,2.341,0.018,3.938,0.457,0,0.533
10.325,10379.093,2.341,0.018,3.937,0.455,0,0.532
10.375,10379.093,2.341,0.018,3.936,0.452,0,0.532
10.425,10379.093,2.341,0.018,3.936,0.45,0,0.532
10.475,10379.093,2.341,0.018,3.935,0.448,0,0.532
10.525,10379.093,2.341,0.018,3.934,0.446,0,0.531
10.575,10379.093,2.341,0.018,3.934,0.444,0,0.531
10.625,10379.093,2.341,0.018,3.933,0.442,0,0.531
10.675,10379.093,2.341,0.018,3.932,0.44,0,0.531
10.725,10379.093,2.341,0.018,3.932,0.437,0,0.531
10.775,10379.093,2.341,0.018,3.931,0.435,0,0.53
10.825,10379.093,2.341,0.018,3.931,0.433,0,0.53
10.875,10379.093,2.341,0.018,3.93,0.431,0,0.53
10.925,10379.093,2.341,0.018,3.929,0.429,0,0.53
10.975,10379.093,2.341,0.018,3.929,0.427,0,0.529
11.025,10379.093,2.341,0.018,3.928,0.425,0,0.529
11.075,10379.093,2.341,0.018,3.927,0.423,0,0.529
11.125,10379.093,2.341,0.018,3.927,0.421,0,0.529
11.175,10379.093,2.341,0.018,3.926,0.419,0,0.528
11.225,10379.093,2.341,0.018,3.926,0.417,0,0.528
11.275,10379.093,2.341,0.018,3.925,0.414,0,0.528
11.325,10379.093,2.341,0.018,3.924,0.412,0,0.528
11.375,10379.093,2.341,0.018,3.924,0.41,0,0.528
11.425,10379.093,2.341,0.018,3.923,0.408,0,0.527
11.475,10379.093,2.341,0.018,3.923,0.406,0,0.527
11.525,10379.093,2.341,0.018,3.922,0.404,0,0.527
11.575,10379.093,2.341,0.018,3.922,0.402,0,0.527
11.625,10379.093,2.341,0.018,3.921,0.4,0,0.527
11.675,10379.093,2.341,0.018,3.921,0.398,0,0.526
11.725,10379.093,2.341,0.018,3.92,0.396,0,0.526
11.775,10379.093,2.341,0.018,3.919,0.394,0,0.526
11.825,10379.093,2.341,0.018,3.919,0.392,0,0.526
11.875,10379.093,2.341,0.018,3.918,0.39,0,0.526
11.925,10379.093,2.341,0.018,3.918,0.388,0,0.525
11.975,10379.093,2.341,0.018,3.917,0.386,0,0.525
12.025,10379.093,2.341,0.018,3.917,0.384,0,0.525
12.075,10379.093,2.341,0.018,3.916,0.383,0,0.525
12.125,10379.093,2.341,0.018,3.916,0.381,0,0.525
12.175,10379.093,2.341,0.018,3.915,0.379,0,0.524
12.225,10379.093,2.341,0.018,3.915,0.377,0,0.524
12.275,10379.093,2.341,0.018,3.914,0.375,0,0.524
12.325,10379.093,2.341,0.018,3.914,0.373,0,0.524
12.375,10379.093,2.341,0.018,3.913,0.371,0,0.524
12.425,10379.093,2.341,0.018,3.913,0.369,0,0.523
12.475,10379.093,2.341,0.018,3.912,0.367,0,0.523
12.525,10379.093,2.341,0.018,3.912,0.365,0,0.523
12.575,10379.093,2.341,0.018,3.911,0.363,0,0.523
12.625,10379.093,2.341,0.018,3.911,0.361,0,0.523
12.675,10379.093,2.341,0.018,3.91,0.359,0,0.523
12.725,10379.093,2.341,0.018,3.91,0.358,0,0.522
12.775,10379.093,2.341,0.018,3.909,0.356,0,0.522
12.825,10379.093,2.341,0.018,3.909,0.354,0,0.522
12.875,10379.093,2.341,0.018,3.909,0.352,0,0.522
12.925,10379.093,2.341,0.018,3.908,0.35,0,0.522
12.975,10379.093,2.341,0.018,3.907,0.348,0,0.522
13.025,10379.093,2.341,0.018,3.907,0.346,0,0.521
13.075,10379.093,2.341,0.018,3.907,0.344,0,0.521
13.125,10379.093,2.341,0.018,3.906,0.343,0,0.521
13.175,10379.093,2.341,0.018,3.906,0.341,0,0.521
13.225,10379.093,2.341,0.018,3.905,0.339,0,0.521
13.275,10379.093,2.341,0.018,3.905,0.337,0,0.521
13.325,10379.093,2.341,0.018,3.904,0.335,0,0.52
13.375,10379.093,2.341,0.018,3.904,0.333,0,0.52
13.425,10379.093,2.341,0.018,3.904,0.332,0,0.52
13.475,10379.093,2.341,0.018,3.903,0.33,0,0.52
13.525,10379.093,2.341,0.018,3.903,0.328,0,0.52
13.575,10379.093,2.341,0.018,3.902,0.326,0,0.52
13.625,10379.093,2.341,0.018,3.902,0.324,0,0.519
13.675,10379.093,2.341,0.018,3.902,0.323,0,0.519
13.725,10379.093,2.341,0.018,3.901,0.321,0,0.519
13.775,10379.093,2.341,0.018,3.901,0.319,0,0.519
13.825,10379.093,2.341,0.018,3.901,0.317,0,0.519
13.875,10379.093,2.341,0.018,3.9,0.315,0,0.519
13.925,10379.093,2.341,0.018,3.9,0.314,0,0.519
13.975,10379.093,2.341,0.018,3.899,0.312,0,0.518
14.025,10379.093,2.341,0.018,3.899,0.31,0,0.518
14.075,10379.093,2.341,0.018,3.898,0.308,0,0.518
14.125,10379.093,2.341,0.018,3.898,0.306,0,0.518
14.175,10379.093,2.341,0.018,3.898,0.305,0,0.518
14.225,10379.093,2.341,0.018,3.898,0.303,0,0.518
14.275,10379.093,2.341,0.018,3.897,0.301,0,0.518
14.325,10379.093,2.341,0.018,3.897,0.299,0,0.517
14.375,10379.093,2.341,0.018,3.896,0.298,0,0.517
14.425,10379.093,2.341,0.018,3.896,0.296,0,0.517
14.475,10379.093,2.341,0.018,3.896,0.294,0,0.517
14.525,10379.093,2.341,0.018,3.895,0.292,0,0.517
14.575,10379.093,2.341,0.018,3.895,0.291,0,0.517
14.625,10379.093,2.341,0.018,3.895,0.289,0,0.517
14.675,10379.093,2.341,0.018,3.894,0.287,0,0.517
14.725,10379.093,2.341,0.018,3.894,0.285,0,0.516
14.775,10379.093,2.341,0.018,3.894,0.284,0,0.516
14.825,10379.093,2.341,0.018,3.893,0.282,0,0.516
14.875,10379.093,2.341,0.018,3.893,0.28,0,0.516
14.925,10379.093,2.341,0.018,3.893,0.278,0,0.516
14.975,10379.093,2.341,0.018,3.893,0.277,0,0.516
15.025,10379.093,2.341,0.018,3.892,0.275,0,0.516
15.075,10379.093,2.341,0.018,3.892,0.273,0,0.516
15.125,10379.093,2.341,0.018,3.891,0.272,0,0.515
15.175,10379.093,2.341,0.018,3.891,0.27,0,0.515
15.225,10379.093,2.341,0.018,3.891,0.268,0,0.515
15.275,10379.093,2.341,0.018,3.89,0.266,0,0.515
15.325,10379.093,2.341,0.018,3.89,0.265,0,0.515
15.375,10379.093,2.341,0.018,3.89,0.263,0,0.515
15.425,10379.093,2.341,0.018,3.89,0.261,0,0.515
15.475,10379.093,2.341,0.018,3.889,0.26,0,0.515
15.525,10379.093,2.341,0.018,3.889,0.258,0,0.515
15.575,10379.093,2.341,0.018,3.889,0.256,0,0.514
15.625,10379.093,2.341,0.018,3.888,0.255,0,0.514
15.675,10379.093,2.341,0.018,3.888,0.253,0,0.514
15.725,10379.093,2.341,0.018,3.888,0.251,0,0.514
15.775,10379.093,2.341,0.018,3.888,0.25,0,0.514
15.825,10379.093,2.341,0.018,3.887,0.248,0,0.514
15.875,10379.093,2.341,0.018,3.887,0.246,0,0.514
15.925,10379.093,2.341,0.018,3.887,0.245,0,0.514
15.975,10379.093,2.341,0.018,3.886,0.243,0,0.514
16.025,10379.093,2.341,0.018,3.886,0.241,0,0.513
16.075,10379.093,2.341,0.018,3.886,0.24,0,0.513
16.125,10379.093,2.341,0.018,3.886,0.238,0,0.513
16.175,10379.093,2.341,0.018,3.885,0.236,0,0.513
16.225,10379.093,2.341,0.018,3.885,0.235,0,0.513
16.275,10379.093,2.341,0.018,3.885,0.233,0,0.513
16.325,10379.093,2.341,0.018,3.885,0.231,0,0.513
16.375,10379.093,2.341,0.018,3.884,0.23,0,0.513
16.425,10379.093,2.341,0.018,3.884,0.228,0,0.513
16.475,10379.093,2.341,0.018,3.884,0.226,0,0.513
16.525,10379.093,2.341,0.018,3.883,0.225,0,0.512
16.575,10379.093,2.341,0.018,3.883,0.223,0,0.512
16.625,10379.093,2.341,0.018,3.883,0.222,0,0.512
16.675,10379.093,2.341,0.018,3.883,0.22,0,0.512
16.725,10379.093,2.341,0.018,3.882,0.218,0,0.512
16.775,10379.093,2.341,0.018,3.882,0.217,0,0.512
16.825,10379.093,2.341,0.018,3.882,0.215,0,0.512
16.875,10379.093,2.341,0.018,3.882,0.213,0,0.512
16.925,10379.093,2.341,0.018,3.882,0.212,0,0.512
16.975,10379.093,2.341,0.018,3.882,0.21,0,0.512
17.025,10379.093,2.341,0.018,3.881,0.209,0,0.512
17.075,10379.093,2.341,0.018,3.881,0.207,0,0.511
17.125,10379.093,2.341,0.018,3.881,0.205,0,0.511
17.175,10379.093,2.341,0.018,3.881,0.204,0,0.511
17.225,10379.093,2.341,0.018,3.88,0.202,0,0.511
17.275,10379.093,2.341,0.018,3.88,0.201,0,0.511
17.325,10379.093,2.341,0.018,3.88,0.199,0,0.511
17.375,10379.093,2.341,0.018,3.88,0.197,0,0.511
17.425,10379.093,2.341,0.018,3.88,0.196,0,0.511
17.475,10379.093,2.341,0.018,3.879,0.194,0,0.511
17.525,10379.093,2.341,0.018,3.879,0.193,0,0.511
17.575,10379.093,2.341,0.018,3.879,0.191,0,0.511
17.625,10379.093,2.341,0.018,3.878,0.189,0,0.511
17.675,10379.093,2.341,0.018,3.878,0.188,0,0.511
17.725,10379.093,2.341,0.018,3.878,0.186,0,0.51
17.775,10379.093,2.341,0.018,3.878,0.185,0,0.51
17.825,10379.093,2.341,0.018,3.878,0.183,0,0.51
17.875,10379.093,2.341,0.018,3.877,0.181,0,0.51
17.925,10379.093,2.341,0.018,3.877,0.18,0,0.51
17.975,10379.093,2.341,0.018,3.877,0.178,0,0.51
18.025,10379.093,2.341,0.018,3.877,0.177,0,0.51
18.075,10379.093,2.341,0.018,3.877,0.175,0,0.51
18.125,10379.093,2.341,0.018,3.877,0.174,0,0.51
18.175,10379.093,2.341,0.018,3.877,0.172,0,0.51
18.225,10379.093,2.341,0.018,3.877,0.17,0,0.51
18.275,10379.093,2.341,0.018,3.876,0.169,0,0.51
18.325,10379.093,2.341,0.018,3.876,0.167,0,0.51
18.375,10379.093,2.341,0.018,3.876,0.166,0,0.51
18.425,10379.093,2.341,0.018,3.876,0.164,0,0.509
18.475,10379.093,2.341,0.018,3.876,0.163,0,0.509
18.525,10379.093,2.341,0.018,3.875,0.161,0,0.509
18.575,10379.093,2.341,0.018,3.875,0.159,0,0.509
18.625,10379.093,2.341,0.018,3.875,0.158,0,0.509
18.675,10379.093,2.341,0.018,3.875,0.156,0,0.509
18.725,10379.093,2.341,0.018,3.875,0.155,0,0.51
18.775,10379.093,2.341,0.018,3.874,0.153,0,0.51
18.825,10379.093,2.341,0.018,3.874,0.152,0,0.51
18.875,10379.093,2.341,0.018,3.874,0.15,0,0.51
18.925,10379.093,2.341,0.018,3.874,0.149,0,0.51
18.975,10379.093,2.341,0.018,3.873,0.147,0,0.51
19.025,10379.093,2.341,0.018,3.873,0.145,0,0.511
19.075,10379.093,2.341,0.018,3.873,0.144,0,0.511
19.125,10379.093,2.341,0.018,3.873,0.142,0,0.511
19.175,10379.093,2.341,0.018,3.873,0.141,0,0.511
19.225,10379.093,2.341,0.018,3.873,0.139,0,0.511
19.275,10379.093,2.341,0.018,3.872,0.138,0,0.511
19.325,10379.093,2.341,0.018,3.872,0.136,0,0.512
19.375,10379.093,2.341,0.018,3.872,0.135,0,0.512
19.425,10379.093,2.341,0.018,3.872,0.133,0,0.512
19.475,10379.093,2.341,0.018,3.872,0.132,0,0.512
19.525,10379.093,2.341,0.018,3.872,0.13,0,0.512
19.575,10379.093,2.341,0.018,3.872,0.128,0,0.513
19.625,10379.093,2.341,0.018,3.871,0.127,0,0.513
19.675,10379.093,2.341,0.018,3.871,0.125,0,0.513
19.725,10379.093,2.341,0.018,3.871,0.124,0,0.513
19.775,10379.093,2.341,0.018,3.871,0.122,0,0.514
19.825,10379.093,2.341,0.018,3.871,0.121,0,0.514
19.875,10379.093,2.341,0.018,3.871,0.119,0,0.514
19.925,10379.093,2.341,0.018,3.87,0.118,0,0.514
19.975,10379.093,2.341,0.018,3.87,0.116,0,0.515
20.025,10379.093,2.341,0.018,3.87,0.115,0,0.515
20.075,10379.093,2.341,0.018,3.87,0.113,0,0.515
20.125,10379.093,2.341,0.018,3.87,0.112,0,0.515
20.175,10379.093,2.341,0.018,3.869,0.11,0,0.516
20.225,10379.093,2.341,0.018,3.869,0.109,0,0.516
20.275,10379.093,2.341,0.018,3.869,0.107,0,0.516
20.325,10379.093,2.341,0.018,3.869,0.106,0,0.516
20.375,10379.093,2.341,0.018,3.868,0.104,0,0.517
20.425,10379.093,2.341,0.018,3.868,0.102,0,0.517
20.475,10379.093,2.341,0.018,3.868,0.101,0,0.517
20.525,10379.093,2.341,0.018,3.868,0.099,0,0.518
