0.00    2.937
0.01	2.937
0.02	2.936
0.03	2.935
0.04	2.933
0.05	2.932
0.06	2.93
0.07	2.928
0.08	2.927
0.09	2.925
0.1	2.924
0.11	2.922
0.12	2.92
0.13	2.919
0.14	2.917
0.15	2.916
0.16	2.914
0.17	2.912
0.18	2.911
0.19	2.909
0.2	2.908
0.21	2.906
0.22	2.904
0.23	2.903
0.24	2.901
0.25	2.899
0.26	2.898
0.27	2.896
0.28	2.895
0.29	2.893
0.3	2.891
0.31	2.89
0.32	2.888	
0.33	2.886
0.345	2.884
0.368	2.88
0.401	2.875
0.451	2.866
0.501	2.858
0.551	2.849
0.601	2.841
0.651	2.832
0.701	2.824
0.751	2.815
0.801	2.807
0.851	2.798
0.901	2.789
0.951	2.779
1.001	2.77
1.047	2.762
1.09	2.754
1.131	2.746
1.178	2.737
1.228	2.727
1.278	2.718
1.328	2.709
1.37	2.701
1.402	2.695
1.431	2.69
1.462	2.684
1.499	2.678
1.549	2.669
1.599	2.659
1.637	2.652
1.664	2.647
1.689	2.643
1.716	2.638
1.753	2.631
1.803	2.621
1.853	2.612
1.884	2.606
1.909	2.601
1.935	2.596
1.964	2.591
2.008	2.582
2.058	2.572
2.082	2.568
2.104	2.564
2.127	2.559
2.156	2.553
2.2	2.545
2.25	2.535
2.273	2.53
2.295	2.526
2.322	2.521
2.363	2.512
2.413	2.502
2.435	2.498
2.457	2.493
2.484	2.488
2.523	2.48
2.573	2.47
2.593	2.466
2.613	2.462
2.638	2.456
2.676	2.449
2.708	2.443
2.727	2.439
2.746	2.436
2.771	2.431
2.809	2.424
2.845	2.417
2.862	2.414
2.88	2.41
2.907	2.406
2.947	2.399
2.972	2.396
2.992	2.394
3.015	2.391
3.048	2.388
3.087	2.386
3.108	2.385
3.135	2.384
3.174	2.383
3.202	2.383
3.223	2.382
3.252	2.382	
3.284	2.382
3.316	2.382
3.339	2.382
3.37	2.382
3.416	2.382
3.443	2.382
3.465	2.382
3.495	2.382
3.539	2.382
3.562	2.382
3.582	2.382
3.61	2.382
3.65	2.382
3.679	2.382
3.702	2.382
3.732	2.382
3.776	2.382
3.813	2.382
3.848	2.382
3.898	2.382
3.948	2.382
3.985	2.382
4.035	2.382
4.085	2.382
4.135	2.382
4.185	2.382
4.235	2.382
4.285	2.382
4.335	2.382
4.385	2.382
4.435	2.382
4.485	2.382
4.535	2.382
4.585	2.382
4.635	2.382
4.685	2.382
4.735	2.382
4.785	2.382
4.835	2.382
4.885	2.382
4.935	2.382
4.985	2.382
5.035	2.382
5.085	2.382
5.135	2.382
5.185	2.382
5.235	2.382
5.285	2.382
5.335	2.382
5.385	2.382
5.435	2.382
5.485	2.382
5.535	2.382
5.585	2.382
5.635	2.382
5.685	2.382
5.735	2.382
5.785	2.382
5.835	2.382
5.885	2.382
5.935	2.382
5.985	2.382
6.035	2.382
6.085	2.382
6.135	2.382
6.183	2.382
6.233	2.382
6.283	2.382
6.333	2.382
6.383	2.382
6.433	2.382
6.483	2.382
6.533	2.382
6.583	2.382
6.633	2.382
6.683	2.382
6.733	2.382
6.783	2.382
6.833	2.382
6.883	2.382
6.933	2.382
6.983	2.382
7.033	2.382
7.083	2.382
7.133	2.382
7.183	2.382
7.233	2.382
7.283	2.382
7.333	2.382
7.383	2.382
7.433	2.382
7.483	2.382
7.533	2.382
7.583	2.382
7.633	2.382
7.683	2.382
7.733	2.382
7.783	2.382
7.833	2.382
7.883	2.382
7.933	2.382
7.983	2.382
8.033	2.382
8.083	2.382
8.133	2.382
8.183	2.382
8.233	2.382
8.283	2.382
8.333	2.382
8.383	2.382
8.433	2.382
8.483	2.382
8.533	2.382
8.583	2.382
8.633	2.382
8.683	2.382
8.733	2.382
8.783	2.382
8.833	2.382
8.883	2.382
8.933	2.382
8.983	2.382
9.033	2.382
9.083	2.382
9.133	2.382
9.183	2.382
9.233	2.382
9.283	2.382
9.333	2.382
9.383	2.382
9.433	2.382
9.483	2.382
9.533	2.382
9.583	2.382
9.633	2.382
9.683	2.382
9.733	2.382
9.783	2.382
9.833	2.382
9.883	2.382
9.933	2.382
9.983	2.382
10.033	2.382
10.083	2.382
10.133	2.382
10.183	2.382
10.233	2.382
10.283	2.382
10.333	2.382
10.383	2.382
10.433	2.382
10.483	2.382
10.533	2.382
10.583	2.382
10.633	2.382
10.683	2.382
10.733	2.382
10.783	2.382
10.833	2.382
10.883	2.382
10.933	2.382
10.983	2.382
11.033	2.382
11.083	2.382
11.133	2.382
11.183	2.382
11.233	2.382
11.283	2.382
11.333	2.382
11.383	2.382
11.433	2.382
11.483	2.382
11.533	2.382
11.583	2.382
11.633	2.382
11.683	2.382
11.733	2.382
11.783	2.382
11.833	2.382
11.883	2.382
11.933	2.382
11.983	2.382
12.033	2.382
12.083	2.382
12.133	2.382
12.183	2.382
12.233	2.382
12.283	2.382
12.333	2.382
12.383	2.382
12.433	2.382
12.483	2.382
12.533	2.382
12.583	2.382
12.633	2.382
12.683	2.382
12.733	2.382
12.783	2.382
12.833	2.382
12.883	2.382
12.933	2.382
12.983	2.382
13.033	2.382
13.083	2.382
13.133	2.382
13.183	2.382
13.233	2.382
13.283	2.382
13.333	2.382
13.383	2.382
13.433	2.382
13.483	2.382
13.533	2.382
13.583	2.382
13.633	2.382
13.683	2.382
13.733	2.382
13.783	2.382
13.833	2.382
13.883	2.382
13.933	2.382
13.983	2.382
14.033	2.382
14.083	2.382
14.133	2.382
14.183	2.382
14.233	2.382
14.283	2.382
14.333	2.382
14.383	2.382
14.433	2.382
14.483	2.382
