0.00    0.626
0.01	0.626
0.02	0.621
0.03	0.613
0.04	0.604
0.05	0.595
0.06	0.585
0.07	0.576
0.08	0.569
0.09	0.561
0.1	0.555
0.11	0.549
0.12	0.544
0.13	0.539
0.14	0.537
0.15	0.535
0.16	0.534
0.17	0.532
0.18	0.531
0.19	0.53
0.2	0.528
0.21	0.527
0.22	0.526
0.23	0.525
0.24	0.524
0.25	0.523
0.26	0.522
0.27	0.521
0.28	0.521
0.29	0.52
0.3	0.519
0.31	0.518
0.32	0.518
0.33	0.517
0.345	0.516
0.368	0.515
0.401	0.513
0.451	0.511
0.501	0.512
0.551	0.513
0.601	0.513
0.651	0.514
0.701	0.515
0.751	0.516
0.801	0.517
0.851	0.518
0.901	0.519
0.951	0.521
1.001	0.522
1.047	0.523
1.09	0.524
1.131	0.526
1.178	0.527
1.228	0.529
1.278	0.531
1.328	0.533
1.37	0.534
1.402	0.536
1.431	0.537
1.462	0.538
1.499	0.54
1.549	0.542
1.599	0.544
1.637	0.546
1.664	0.547
1.689	0.548
1.716	0.549
1.753	0.551
1.803	0.553
1.853	0.556
1.884	0.557
1.909	0.559
1.935	0.56
1.964	0.562
2.008	0.564
2.058	0.566
2.082	0.568
2.104	0.569
2.127	0.57
2.156	0.572
2.2	0.574
2.25	0.577
2.273	0.578
2.295	0.579
2.322	0.581
2.363	0.583
2.413	0.586
2.435	0.587
2.457	0.589
2.484	0.59
2.523	0.592
2.573	0.595
2.593	0.596
2.613	0.598
2.638	0.599
2.676	0.601
2.708	0.603
2.727	0.604
2.746	0.605
2.771	0.607
2.809	0.609
2.845	0.611
2.862	0.612
2.88	0.613
2.907	0.615
2.947	0.617
2.972	0.617
2.992	0.618
3.015	0.618
3.048	0.619
3.087	0.619
3.108	0.619
3.135	0.619
3.174	0.618
3.202	0.618
3.223	0.617
3.252	0.617
3.284	0.616
3.316	0.616
3.339	0.615
3.37	0.615
3.416	0.614
3.443	0.613
3.465	0.613
3.495	0.612
3.539	0.611
3.562	0.611
3.582	0.61
3.61	0.61
3.65	0.609
3.679	0.608
3.702	0.608
3.732	0.607
3.776	0.607
3.813	0.606
3.848	0.605
3.898	0.604
3.948	0.603
3.985	0.603
4.035	0.602
4.085	0.601
4.135	0.6
4.185	0.599
4.235	0.598
4.285	0.597
4.335	0.596
4.385	0.596
4.435	0.595
4.485	0.594
4.535	0.593
4.585	0.592
4.635	0.592
4.685	0.591
4.735	0.59
4.785	0.589
4.835	0.589
4.885	0.588
4.935	0.587
4.985	0.587
5.035	0.586
5.085	0.585
5.135	0.584
5.185	0.584
5.235	0.583
5.285	0.583
5.335	0.582
5.385	0.581
5.435	0.581
5.485	0.58
5.535	0.579
5.585	0.579
5.635	0.578
5.685	0.577
5.735	0.577
5.785	0.576
5.835	0.576
5.885	0.575
5.935	0.574
5.985	0.574
6.035	0.573
6.085	0.573
6.135	0.572
6.183	0.572
6.233	0.571
6.283	0.571
6.333	0.57
6.383	0.569
6.433	0.569
6.483	0.568
6.533	0.568
6.583	0.567
6.633	0.567
6.683	0.566
6.733	0.566
6.783	0.566
6.833	0.565
6.883	0.565
6.933	0.564
6.983	0.564
7.033	0.563
7.083	0.563
7.133	0.562
7.183	0.562
7.233	0.561
7.283	0.561
7.333	0.56
7.383	0.56
7.433	0.56
7.483	0.559
7.533	0.559
7.583	0.558
7.633	0.558
