1.00,0.551
1.10,0.632
1.20,0.621
1.30,0.585
1.40,0.557
1.50,0.533
1.60,0.514
1.70,0.496
1.80,0.477
1.90,0.462
2.00,0.447
2.10,0.431
2.20,0.416
2.30,0.402
2.40,0.388
2.50,0.375
2.60,0.363
