1.00,0.512
1.10,0.594
1.20,0.584
1.30,0.547
1.40,0.519
1.50,0.496
1.60,0.477
1.70,0.460
1.80,0.442
1.90,0.428
2.00,0.414
2.10,0.400
2.20,0.387
2.30,0.374
2.40,0.362
2.50,0.351
2.60,0.341
